ID,Form,"Country (Form)","Organization (Form)",Participant,Age,Gender,Address,"Well-Functioning Government","Low Levels of Corruption","Equitable Distribution of Resources","Good Relations with Neighbours","Free Flow of Information","High Levels of Human Capital","Sound Business Environment","Acceptance of the Rights of Others","Positive Peace","Negative Peace","Extra Question 1","Extra Question 2","Extra Question 3","Survey Date"
685,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,3,3,4,4,6,3,4,4,4,4,,,,"03 Jun, 2025"
686,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,6,3,6,6,3,6,1,4,4,,,,"03 Jun, 2025"
687,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,3,6,4,4,,,,,,,,,,"03 Jun, 2025"
688,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,4,4,5,6,6,6,4,4,4,,,,"03 Jun, 2025"
689,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,6,6,6,6,6,1,6,1,6,,,,,"03 Jun, 2025"
690,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,2,1,1,3,4,1,4,5,5,5,,,,"03 Jun, 2025"
691,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,4,4,4,4,6,4,6,2,2,2,,,,"03 Jun, 2025"
692,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,4,4,3,5,5,4,6,3,3,,,,,"03 Jun, 2025"
693,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,5,5,5,5,6,1,5,4,4,5,,,,"03 Jun, 2025"
694,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,2,1,3,4,5,3,6,1,5,,,,,"03 Jun, 2025"
695,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,4,6,6,4,6,4,5,3,4,3,,,,"03 Jun, 2025"
696,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,3,6,6,4,6,4,6,4,3,3,,,,"03 Jun, 2025"
697,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,5,6,4,5,6,3,6,3,2,6,,,,"03 Jun, 2025"
698,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,3,3,3,5,4,6,4,1,2,2,,,,"03 Jun, 2025"
699,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,6,1,6,6,6,1,6,1,6,6,,,,"03 Jun, 2025"
700,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,1,3,1,6,6,6,1,4,3,,,,"03 Jun, 2025"
701,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,2,4,6,6,6,6,2,1,6,6,,,,"03 Jun, 2025"
702,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,5,1,6,6,,,,,,,,,,"03 Jun, 2025"
703,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,6,6,6,6,1,6,6,6,6,,,,"03 Jun, 2025"
704,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,3,3,3,5,4,5,3,3,3,,,,,"03 Jun, 2025"
705,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,4,4,3,3,3,4,4,3,3,1,,,,"03 Jun, 2025"
706,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,6,5,2,4,6,6,1,4,5,,,,,"03 Jun, 2025"
707,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,3,1,1,3,6,4,4,1,1,2,,,,"03 Jun, 2025"
708,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,4,4,6,6,6,4,6,6,,,,,"03 Jun, 2025"
709,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,4,4,4,5,6,5,4,2,6,6,,,,"03 Jun, 2025"
710,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,6,6,4,6,6,6,1,3,,,,,"03 Jun, 2025"
711,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,6,6,6,6,1,1,6,6,6,,,,,"03 Jun, 2025"
712,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,1,6,1,6,6,6,6,6,,,,,,"03 Jun, 2025"
713,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,6,6,6,6,1,6,6,6,6,,,,,"03 Jun, 2025"
714,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,6,6,6,6,1,6,1,,,,,,,"03 Jun, 2025"
715,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,1,3,3,4,4,4,4,5,4,,,,,"03 Jun, 2025"
716,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,5,5,5,6,6,2,6,6,5,6,,,,"03 Jun, 2025"
717,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,1,3,6,4,6,4,3,3,,,,,"03 Jun, 2025"
718,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,1,1,1,3,1,4,1,3,3,,,,,"03 Jun, 2025"
719,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,1,3,4,5,3,4,1,2,4,,,,,"03 Jun, 2025"
720,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,1,3,3,6,1,6,2,5,,,,,"03 Jun, 2025"
721,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,2,2,3,3,3,2,4,2,2,6,,,,"03 Jun, 2025"
722,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,3,1,3,6,6,6,4,1,4,4,,,,"03 Jun, 2025"
723,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,2,6,4,6,6,1,6,1,6,6,,,,"03 Jun, 2025"
724,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,3,3,6,6,6,1,4,1,5,5,,,,"03 Jun, 2025"
725,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,5,5,5,5,6,6,1,6,2,,,,"03 Jun, 2025"
726,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,3,6,3,6,6,6,6,2,4,6,,,,"03 Jun, 2025"
727,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,2,4,4,2,6,6,6,4,4,,,,,"03 Jun, 2025"
728,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,3,3,3,2,4,6,3,2,2,3,,,,"03 Jun, 2025"
729,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,4,3,3,6,6,6,1,2,6,,,,"03 Jun, 2025"
730,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,1,6,6,6,6,1,6,1,6,6,,,,"03 Jun, 2025"
731,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,4,4,4,5,5,2,5,5,5,5,,,,"03 Jun, 2025"
732,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,6,6,6,5,6,6,6,6,,,,,,"03 Jun, 2025"
733,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,4,4,4,2,6,1,6,1,3,1,,,,"03 Jun, 2025"
734,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,4,5,5,5,6,3,6,3,4,6,,,,"03 Jun, 2025"
735,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,3,4,2,5,6,4,3,4,5,2,,,,"03 Jun, 2025"
736,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,3,3,3,3,3,3,3,1,3,3,,,,"03 Jun, 2025"
737,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,4,5,5,4,6,2,5,4,4,4,,,,"03 Jun, 2025"
738,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,1,1,2,5,2,6,2,5,1,,,,"03 Jun, 2025"
739,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,6,1,3,6,3,6,3,2,3,,,,,"03 Jun, 2025"
740,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,5,5,,,,,,,,,,,,"03 Jun, 2025"
741,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,6,4,4,4,6,1,6,1,3,2,,,,"03 Jun, 2025"
742,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,6,4,3,6,4,6,6,5,6,,,,"03 Jun, 2025"
743,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,3,4,4,6,4,4,3,4,4,,,,"03 Jun, 2025"
744,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,6,6,5,4,6,4,6,6,6,6,,,,"03 Jun, 2025"
745,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,4,5,5,5,6,2,6,4,5,6,,,,"03 Jun, 2025"
746,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,2,2,4,4,4,6,5,1,2,5,,,,"03 Jun, 2025"
747,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,5,2,3,5,5,6,,,,,,,"03 Jun, 2025"
748,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,6,6,6,6,1,6,4,6,6,,,,"03 Jun, 2025"
749,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,3,2,3,5,4,5,3,2,3,5,,,,"03 Jun, 2025"
750,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,5,6,5,6,6,6,6,6,6,6,,,,"03 Jun, 2025"
751,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,1,6,3,6,,,,,,"03 Jun, 2025"
752,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,4,5,5,5,6,6,6,4,4,4,,,,"03 Jun, 2025"
753,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,1,1,1,6,1,6,1,6,6,,,,"03 Jun, 2025"
754,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,2,5,4,4,6,3,5,4,4,5,,,,"03 Jun, 2025"
755,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,4,3,3,3,4,4,3,4,4,,,,"03 Jun, 2025"
756,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,,,,,,,,,,,,,,"03 Jun, 2025"
757,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,1,3,3,3,3,3,3,3,3,3,,,,"03 Jun, 2025"
758,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,1,1,6,6,6,6,1,6,6,,,,"03 Jun, 2025"
759,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,1,6,6,1,1,6,,,,,,,"03 Jun, 2025"
760,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,4,6,5,6,1,6,4,5,5,,,,"03 Jun, 2025"
761,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,6,6,1,1,1,1,6,,,,,,"03 Jun, 2025"
762,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,2,3,5,3,4,3,4,2,1,2,,,,"03 Jun, 2025"
763,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"Prefer not to say",Male,,3,3,5,5,5,3,5,,,,,,,"03 Jun, 2025"
764,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,6,6,6,6,6,1,6,,,,,,"03 Jun, 2025"
765,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,3,4,4,5,3,4,3,4,4,,,,"03 Jun, 2025"
766,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,1,2,3,4,6,4,5,3,3,4,,,,"03 Jun, 2025"
767,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,3,5,5,5,5,1,6,3,4,3,,,,"03 Jun, 2025"
768,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,5,6,5,5,6,4,5,4,5,6,,,,"03 Jun, 2025"
769,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,4,1,4,2,5,1,4,1,,,,,,"03 Jun, 2025"
770,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,3,4,3,5,6,3,6,4,5,6,,,,"03 Jun, 2025"
771,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,2,2,3,2,6,5,6,1,3,3,,,,"03 Jun, 2025"
772,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,1,1,4,1,3,4,2,,,,,,"03 Jun, 2025"
773,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Female,,3,5,4,5,6,6,6,4,5,6,,,,"03 Jun, 2025"
774,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"Prefer not to say",Male,,5,3,5,5,5,2,1,5,3,,,,,"03 Jun, 2025"
775,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Female,,6,6,6,4,5,4,4,,,,,,,"03 Jun, 2025"
776,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,2,6,2,6,6,1,6,6,6,,,,,"03 Jun, 2025"
777,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,6,6,6,6,6,6,6,6,6,,,,"03 Jun, 2025"
778,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,4,5,4,3,4,3,4,3,3,,,,,"03 Jun, 2025"
779,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,5,4,2,1,4,3,4,3,2,,,,"03 Jun, 2025"
780,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,2,5,6,6,1,6,1,6,6,,,,"03 Jun, 2025"
781,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Female,,2,1,3,3,3,3,2,4,,,,,,"03 Jun, 2025"
782,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,5,5,4,3,5,4,2,,,,,,,"03 Jun, 2025"
783,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,2,2,2,5,6,6,6,4,6,,,,,"03 Jun, 2025"
784,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,3,1,5,1,6,6,1,1,1,,,,,"03 Jun, 2025"
785,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,3,2,3,3,6,4,6,4,4,6,,,,"03 Jun, 2025"
786,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,6,6,6,6,6,6,6,6,6,,,,,"03 Jun, 2025"
787,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,5,6,6,2,5,3,5,6,,,,"03 Jun, 2025"
788,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Female,,1,4,4,4,5,1,6,3,5,5,,,,"03 Jun, 2025"
789,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,6,3,2,3,4,5,3,2,4,2,,,,"03 Jun, 2025"
790,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,3,5,4,4,6,4,6,3,5,6,,,,"03 Jun, 2025"
791,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,2,4,6,5,5,5,6,3,3,6,,,,"03 Jun, 2025"
792,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,6,6,6,2,6,6,6,6,,,,,"03 Jun, 2025"
793,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,6,6,6,6,6,6,6,6,6,6,,,,"03 Jun, 2025"
794,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Female,,,,,,,,,,,,,,,"03 Jun, 2025"
795,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,,,,,,,,,,,,,,"03 Jun, 2025"
796,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,3,4,4,6,1,6,5,6,6,,,,"03 Jun, 2025"
797,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,2,2,3,4,6,6,6,1,2,6,,,,"03 Jun, 2025"
798,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,1,4,4,4,5,5,6,4,3,2,,,,"03 Jun, 2025"
799,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,4,4,4,4,4,4,5,4,5,,,,,"03 Jun, 2025"
800,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,2,4,5,6,6,4,4,1,4,5,,,,"03 Jun, 2025"
801,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Male,,6,4,4,4,2,4,3,2,3,6,,,,"03 Jun, 2025"
802,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,4,5,5,5,5,2,5,4,5,5,,,,"03 Jun, 2025"
803,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,4,4,6,6,6,6,5,6,6,,,,,"03 Jun, 2025"
804,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,3,1,1,2,5,3,5,1,3,3,,,,"03 Jun, 2025"
805,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,5,4,3,6,1,6,1,3,3,,,,"03 Jun, 2025"
806,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,3,3,3,4,4,5,2,3,4,,,,"03 Jun, 2025"
807,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,6,6,6,6,6,6,6,6,6,,,,,"03 Jun, 2025"
808,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"Prefer not to say",Female,,1,1,1,1,6,6,6,1,1,1,,,,"03 Jun, 2025"
809,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,3,4,6,3,6,3,6,5,3,,,,,"03 Jun, 2025"
810,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"Prefer not to say",Female,,1,1,1,1,5,6,1,1,1,1,,,,"03 Jun, 2025"
811,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,4,4,6,6,6,3,6,6,6,6,,,,"03 Jun, 2025"
812,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,,,,,,,,,,,,,,"03 Jun, 2025"
813,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,1,3,4,4,6,6,1,4,2,,,,,"03 Jun, 2025"
814,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,5,3,5,5,1,4,,,,,,,,"03 Jun, 2025"
815,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,4,2,2,3,3,6,4,3,3,5,,,,"03 Jun, 2025"
816,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,3,4,4,3,3,4,4,4,4,4,,,,"03 Jun, 2025"
817,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,4,6,4,6,4,5,4,4,4,,,,,"03 Jun, 2025"
818,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,4,4,4,4,4,1,6,3,3,3,,,,"03 Jun, 2025"
819,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,3,2,4,4,3,4,3,2,3,4,,,,"03 Jun, 2025"
820,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,4,1,4,4,6,4,6,1,1,,,,,"03 Jun, 2025"
821,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,4,5,5,4,6,2,6,4,4,4,,,,"03 Jun, 2025"
822,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,4,4,,,,,,,,,,,"03 Jun, 2025"
823,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,4,4,5,4,6,3,6,4,4,3,,,,"03 Jun, 2025"
824,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,4,3,5,5,6,1,5,3,4,5,,,,"03 Jun, 2025"
825,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,3,2,2,5,6,4,2,3,5,,,,"03 Jun, 2025"
826,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Female,,4,2,3,5,4,6,5,2,4,5,,,,"03 Jun, 2025"
827,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,6,6,5,5,5,6,6,6,4,,,,"03 Jun, 2025"
828,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,1,3,3,6,4,1,3,1,2,2,,,,"03 Jun, 2025"
829,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,6,5,4,5,5,5,5,5,5,5,,,,"03 Jun, 2025"
830,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,2,1,1,1,5,1,2,1,1,1,,,,"03 Jun, 2025"
831,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,5,5,5,5,5,6,5,5,5,,,,,"03 Jun, 2025"
832,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,1,4,4,2,2,3,1,5,2,3,,,,"03 Jun, 2025"
833,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"Prefer not to say",Male,,6,6,6,6,6,6,6,,,,,,,"03 Jun, 2025"
834,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,6,6,6,6,6,6,6,6,6,,,,,"03 Jun, 2025"
835,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,4,6,5,4,4,4,4,4,4,4,,,,"03 Jun, 2025"
836,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,2,2,6,3,6,5,6,4,3,,,,,"03 Jun, 2025"
837,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,5,5,4,4,5,4,5,5,4,4,,,,"03 Jun, 2025"
838,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,,,,,,,,,,,,,,"03 Jun, 2025"
839,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Male,,5,2,3,3,4,3,6,1,1,1,,,,"03 Jun, 2025"
840,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,2,2,1,2,3,1,3,1,1,1,,,,"03 Jun, 2025"
841,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24","Prefer not to say",,3,3,3,4,3,4,2,1,2,,,,,"03 Jun, 2025"
842,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,6,4,5,4,4,5,3,5,5,5,,,,"03 Jun, 2025"
843,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Female,,6,6,6,6,6,6,6,6,6,,,,,"03 Jun, 2025"
844,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,4,4,3,3,4,5,6,5,4,6,,,,"03 Jun, 2025"
845,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,6,6,4,6,4,6,3,6,6,,,,"03 Jun, 2025"
846,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"65 and over",Female,,2,2,4,2,5,5,5,2,3,2,,,,"03 Jun, 2025"
847,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,3,4,3,3,5,4,6,2,2,3,,,,"03 Jun, 2025"
848,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Other,,3,5,3,3,5,3,5,4,2,5,,,,"03 Jun, 2025"
849,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,1,1,3,4,3,6,4,1,3,5,,,,"03 Jun, 2025"
850,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"25 to 44",Female,,6,3,3,3,6,5,6,3,3,4,,,,"03 Jun, 2025"
851,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,6,6,6,6,,,,,,"03 Jun, 2025"
852,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,6,6,6,6,6,6,,,,"03 Jun, 2025"
853,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"18 to 24",Male,,2,2,1,2,4,5,5,2,2,3,,,,"03 Jun, 2025"
854,"Community Peace Perceptions Survey - IEP",,"Institute for Economics & Peace",,"45 to 64",Male,,6,6,6,6,6,6,6,6,6,6,,,,"03 Jun, 2025"
